Wall time,Step,Value
1626428855.9623904,1,0.0003064883057959378
1626429115.7852998,2,0.00026880562654696405
1626429374.3185465,3,0.00026255982811562717
1626429629.3474398,4,0.0002603870234452188
1626429879.4789667,5,0.0002654195704963058
1626430135.1367526,6,0.0002627040958032012
1626430391.373666,7,0.00025426875799894333
1626430651.4080899,8,0.00024395267246291041
1626430912.1528366,9,0.00023428558779414743
1626431166.5974553,10,0.0002258128661196679
1626431417.3367085,11,0.00021703334641642869
1626431669.829788,12,0.00021322444081306458
1626431928.9166255,13,0.0002073809300782159
1626432187.897893,14,0.0002031417388934642
1626432444.138468,15,0.0001983084512175992
1626432693.2351274,16,0.00019788736244663596
1626432944.0812426,17,0.0001912691950565204
1626433200.7738464,18,0.00018843039288185537
1626433456.4900596,19,0.00018788574379868805
1626433713.6360228,20,0.0001832153502618894
1626433972.3657613,21,0.00018189792172051966
1626434220.6465166,22,0.00018024264136329293
1626434472.9674952,23,0.0001783735497156158
1626434729.2678807,24,0.00017954940267372876
1626434986.6976848,25,0.0001754771510604769
1626435244.4847498,26,0.00017622813174966723
1626435498.832147,27,0.00017438005306757987
1626435748.192389,28,0.00017366338579449803
1626436002.7691407,29,0.0001712679077172652
1626436260.768072,30,0.0001708597264951095
1626436527.2293541,31,0.0001699571730569005
1626436785.7477422,32,0.00016745677567087114
1626437038.8129516,33,0.00016685292939655483
1626437293.7578397,34,0.0001656873500905931
1626437551.0565782,35,0.0001651075144764036
1626437811.266199,36,0.00016412694822065532
1626438069.5923126,37,0.000162630487466231
1626438325.552005,38,0.00016321100702043623
1626438575.637027,39,0.00016104738460853696
1626438829.79917,40,0.0001606599980732426
1626439092.2551441,41,0.0001597671362105757
1626439351.3902154,42,0.00015869204071350396
1626439608.3349903,43,0.00015763327246531844
1626439864.8355398,44,0.00015788838209118694
1626440113.6365786,45,0.00015693710884079337
1626440367.6811948,46,0.00015701148367952555
1626440624.482425,47,0.00015719763177912682
1626440886.2754703,48,0.0001558840594952926
1626441145.2898731,49,0.0001551457680761814
1626441398.8998811,50,0.00015502344467677176
1626441651.7970245,51,0.0001530484005343169
1626441906.6480575,52,0.0001533001195639372
1626442165.4325259,53,0.00015327092842198908
1626442424.0529602,54,0.0001532633468741551
1626442682.3826442,55,0.00015237096522469074
1626442932.4927409,56,0.000152492371853441
1626443191.654369,57,0.00015209472621791065
1626443447.7343569,58,0.00015170741244219244
1626443706.533889,59,0.0001512681192252785
1626443965.8299112,60,0.0001523052778793499
1626444220.5941849,61,0.00015305314445868134
1626444471.8735952,62,0.00015074761176947504
1626444725.654846,63,0.00015043526946101338
1626444986.7246416,64,0.00015021608851384372
1626445246.6356575,65,0.00015072329551912844
1626445505.5694804,66,0.0001493933523306623
1626445758.1789532,67,0.00015042192535474896
1626446013.0835009,68,0.00014960482076276094
1626446271.9022694,69,0.0001491368020651862
1626446536.5855734,70,0.00015020456339698285
1626446802.6830037,71,0.00014926289441064
1626447060.7470565,72,0.00014916771033313125
1626447308.703877,73,0.00014827062841504812
1626447561.8045356,74,0.00014818292402196676
1626447824.1103244,75,0.00014777500473428518
1626448082.8754146,76,0.00014743726933375
1626448342.8184788,77,0.00014755118172615767
1626448596.2263336,78,0.00014765247760806233
1626448845.3163157,79,0.0001468863629270345
1626449099.158562,80,0.00014663867477793247
1626449363.0987995,81,0.00014706639922223985
1626449628.223074,82,0.0001471790310461074
1626449891.3612735,83,0.0001462593936594203
1626450143.3467174,84,0.000146743594086729
1626450391.975891,85,0.00014600898430217057
1626450644.7924762,86,0.00014611004735343158
1626450904.3502514,87,0.00014638483116868883
1626451163.6758099,88,0.00014604606258217245
1626451421.0882368,89,0.0001463760418118909
1626451672.3161085,90,0.00014616893895436078
1626451924.542172,91,0.0001461911597289145
1626452178.5253413,92,0.00014578894479200244
1626452438.4356444,93,0.0001458195474697277
1626452696.7834864,94,0.00014589031343348324
1626452953.5627005,95,0.00014564221783075482
1626453204.4072285,96,0.00014489394379779696
1626453457.7562683,97,0.0001452446886105463
1626453715.8640957,98,0.0001461188803659752
1626453974.5892148,99,0.00014538850518874824
1626454233.4833705,100,0.0001450229756301269
1626454487.4625263,101,0.00014520833792630583
1626454737.5557833,102,0.00014512396592181176
1626454993.1743393,103,0.00014472856128122658
1626455252.1867173,104,0.0001446905080229044
1626455508.9248455,105,0.0001456699683330953
1626455764.922538,106,0.00014478963566944003
1626456011.9443953,107,0.00014431480667553842
1626456265.1172042,108,0.00014424430264625698
1626456524.785349,109,0.00014402867236640304
1626456782.2788277,110,0.00014425443077925593
1626457043.4739923,111,0.00014482544793281704
1626457298.77119,112,0.00014441464736592025
1626457547.229613,113,0.00014409483992494643
1626457801.3216496,114,0.00014409184223040938
1626458061.224764,115,0.00014450750313699245
1626458318.3976688,116,0.00014397014456335455
1626458579.058127,117,0.0001439151237718761
1626458831.088415,118,0.00014403430395759642
1626459082.8491948,119,0.00014349490811582655
1626459339.9276834,120,0.00014346058014780283
1626459602.5219214,121,0.0001437453756807372
1626459859.962369,122,0.00014339698827825487
1626460114.3506188,123,0.00014422356616705656
1626460363.0314233,124,0.00014331653073895723
1626460614.196471,125,0.00014295062283053994
1626460870.1662512,126,0.00014357616601046175
1626461126.4326677,127,0.00014370055578183383
