Wall time,Step,Value
1626517041.4655826,1,0.49893373250961304
1626517453.5902958,2,0.4080621898174286
1626517865.66847,3,0.3931490182876587
1626518274.4281425,4,0.3853141665458679
1626518685.8413541,5,0.3797565996646881
1626519096.6950705,6,0.3751559555530548
1626519506.3358898,7,0.3713527321815491
1626519916.66181,8,0.36772748827934265
1626520326.2441177,9,0.3638427257537842
1626520735.6272542,10,0.36119741201400757
1626521149.0642653,11,0.35741859674453735
1626521559.3467295,12,0.3540975749492645
1626521969.8106253,13,0.3507811725139618
1626522380.1966982,14,0.3473336100578308
1626522789.5358906,15,0.3350878655910492
1626523198.135103,16,0.3292250633239746
1626523611.1314187,17,0.32544559240341187
1626524023.2219584,18,0.32249200344085693
1626524431.4220517,19,0.31986263394355774
1626524840.8952868,20,0.3105345070362091
1626525255.131226,21,0.30542251467704773
1626525665.2092597,22,0.3030237853527069
1626526075.2214062,23,0.30084970593452454
1626526485.2524095,24,0.2953294813632965
1626526897.353968,25,0.29203176498413086
1626527308.4662004,26,0.2904900908470154
1626527718.8124394,27,0.2891782224178314
1626528129.7192,28,0.2861064374446869
1626528539.5845468,29,0.2846224904060364
1626528949.6073735,30,0.28376367688179016
1626529363.9310977,31,0.2829037010669708
1626529774.8443575,32,0.2815461754798889
1626530183.709347,33,0.280889093875885
1626530594.3296509,34,0.2803334593772888
1626531004.5787375,35,0.27992764115333557
1626531415.165055,36,0.2791077792644501
1626531824.2839286,37,0.2788819372653961
1626532232.975335,38,0.2787008583545685
1626532642.394743,39,0.27833259105682373
1626533051.3382876,40,0.2778607904911041
1626533466.1988578,41,0.27788224816322327
1626533874.8370202,42,0.27774718403816223
1626534285.533096,43,0.2775745391845703
1626534698.9793925,44,0.27739235758781433
1626535108.080538,45,0.2772658169269562
1626535516.0125563,46,0.2773071527481079
1626535924.1656506,47,0.27732428908348083
1626536332.8288531,48,0.27712175250053406
1626536741.9612334,49,0.27705836296081543
1626537149.5749984,50,0.2771640419960022
1626537565.318054,51,0.27695199847221375
1626537974.7558963,52,0.27713432908058167
1626538385.2055306,53,0.2769741117954254
1626538794.7902257,54,0.27699366211891174
1626539205.6080894,55,0.2771085798740387
1626539615.0560997,56,0.27698591351509094
1626540023.4419942,57,0.27681198716163635
1626540432.4228277,58,0.2768130302429199
1626540841.5511167,59,0.2768651247024536
1626541250.4785922,60,0.2769065201282501
1626541663.3839347,61,0.2767185866832733
1626542071.6247058,62,0.27689895033836365
1626542480.7573314,63,0.27681925892829895
1626542891.5349758,64,0.27699780464172363
1626543300.0231946,65,0.27681615948677063
1626543709.3593783,66,0.276893675327301
1626544117.4897695,67,0.2768729031085968
1626544525.8930874,68,0.27684032917022705
1626544935.774494,69,0.27678191661834717
1626545347.741027,70,0.27696242928504944
1626545760.5509706,71,0.2768511176109314
1626546386.3266177,72,0.2769555151462555
1626546926.762545,73,0.2767696678638458
1626547335.3374853,74,0.2769540250301361
1626547743.728618,75,0.2768944501876831
1626548153.1897392,76,0.27692514657974243
1626548562.5692399,77,0.2768877446651459
1626548970.9684322,78,0.276852011680603
1626549379.3523138,79,0.2768717110157013
1626549788.3577938,80,0.27686116099357605
1626550202.8995976,81,0.2768179178237915
1626550613.8879097,82,0.27692776918411255
1626551023.2959657,83,0.2768343389034271
1626551432.8879826,84,0.276859313249588
1626551843.3322275,85,0.2769244313240051
1626552252.8595686,86,0.27685433626174927
1626552661.9818935,87,0.2768411636352539
1626553072.324218,88,0.2767499089241028
1626553480.7048883,89,0.27694079279899597
1626553889.4848647,90,0.2768794000148773
1626554302.2473965,91,0.2769370973110199
1626554712.4126508,92,0.2769149839878082
1626555121.7614505,93,0.2768443524837494
1626555531.310688,94,0.2768091857433319
1626556145.2984767,95,0.2768702208995819
1626556692.0178862,96,0.27695026993751526
1626557101.4964771,97,0.27682435512542725
1626557510.7537537,98,0.2769429683685303
1626557920.6048183,99,0.27672889828681946
1626558330.065575,100,0.27681535482406616
